Zone,Code zone,Produit,Aliments pour animaux (kg/an),Autres utilisations (non alimentaire) (kg/an),Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure (kg/an),Exportations - Quantité (kg/an),Importations - Quantité (kg/an),Nourriture (kg/an),Pertes (kg/an),Production (kg/an),Semences (kg/an),Traitement (kg/an),Variation de stock (kg/an)
Slovaquie,199,"Viande, Autre",,,5.0,1.62,0.15,0.95,9000000.0,3000000.0,7000000.0,9000000.0,,6000000.0,,0.0,
Slovénie,198,Abats Comestible,,,12.0,3.49,0.29,1.66,7000000.0,3000000.0,2000000.0,7000000.0,,8000000.0,,,0.0
Slovénie,198,Animaux Aquatiques Autre,,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,,,,,
Slovénie,198,"Beurre, Ghee",,,52.0,2.65,5.88,0.06,5000000.0,0.0,1000000.0,5000000.0,,4000000.0,,,
Slovénie,198,Cephalopodes,,0.0,3.0,1.57,0.05,0.65,3000000.0,0.0,3000000.0,3000000.0,,0.0,,,
Slovénie,198,Crustacés,,0.0,1.0,0.43,0.01,0.1,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Slovénie,198,Crème,,,45.0,8.47,4.48,0.63,18000000.0,1000000.0,2000000.0,18000000.0,,17000000.0,,,
Slovénie,198,Graisses Animales Crue,,5000000.0,81.0,4.12,9.02,0.01,13000000.0,1000000.0,1000000.0,9000000.0,,13000000.0,,0.0,0.0
Slovénie,198,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Slovénie,198,Huiles de Poissons,,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Slovénie,198,Lait - Excl Beurre,30000000.0,6000000.0,283.0,235.01,14.8,20.2,536000000.0,321000000.0,260000000.0,487000000.0,13000000.0,597000000.0,,0.0,0.0
Slovénie,198,"Mollusques, Autres",,0.0,0.0,0.72,0.01,0.05,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,0.0
Slovénie,198,Oeufs,,,36.0,9.36,2.51,2.74,21000000.0,1000000.0,3000000.0,19000000.0,,19000000.0,2000000.0,,
Slovénie,198,Perciform,,0.0,3.0,2.33,0.13,0.51,5000000.0,0.0,5000000.0,5000000.0,,0.0,,,
Slovénie,198,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Slovénie,198,Poissons Eau Douce,,0.0,4.0,2.37,0.14,0.6,5000000.0,2000000.0,6000000.0,5000000.0,,1000000.0,,,
Slovénie,198,"Poissons Marins, Autres",,0.0,1.0,0.35,0.02,0.12,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,0.0
Slovénie,198,Poissons Pelagiques,1000000.0,0.0,8.0,2.71,0.42,0.89,6000000.0,7000000.0,13000000.0,6000000.0,,0.0,,,0.0
Slovénie,198,Viande d'Ovins/Caprins,,,5.0,0.79,0.43,0.29,2000000.0,0.0,0.0,2000000.0,,2000000.0,,,
Slovénie,198,Viande de Bovins,,,57.0,18.43,3.08,6.97,38000000.0,4000000.0,10000000.0,38000000.0,,32000000.0,,0.0,
Slovénie,198,Viande de Suides,,,132.0,28.19,10.86,7.81,58000000.0,20000000.0,49000000.0,58000000.0,,30000000.0,,0.0,0.0
Slovénie,198,Viande de Volailles,,,80.0,23.46,4.9,8.31,50000000.0,24000000.0,17000000.0,49000000.0,,57000000.0,,1000000.0,
Slovénie,198,"Viande, Autre",,,1.0,0.51,0.03,0.2,1000000.0,1000000.0,1000000.0,1000000.0,,0.0,,,0.0
Soudan,276,Abats Comestible,,,15.0,4.94,0.62,2.15,187000000.0,,0.0,187000000.0,,187000000.0,,,
Soudan,276,"Beurre, Ghee",,,5.0,0.26,0.57,0.01,10000000.0,,0.0,10000000.0,,10000000.0,,,
Soudan,276,Crème,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Soudan,276,Graisses Animales Crue,,2000000.0,17.0,0.72,1.89,0.02,29000000.0,0.0,2000000.0,27000000.0,,27000000.0,,,
Soudan,276,Lait - Excl Beurre,,0.0,315.0,155.2,20.01,15.75,5892000000.0,0.0,232000000.0,5892000000.0,,5660000000.0,,0.0,
Soudan,276,Oeufs,,,4.0,0.99,0.28,0.29,41000000.0,,1000000.0,38000000.0,,40000000.0,4000000.0,,
Soudan,276,Perciform,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,
Soudan,276,Poissons Eau Douce,,0.0,2.0,0.82,0.06,0.24,31000000.0,,,31000000.0,,31000000.0,,,
Soudan,276,"Poissons Marins, Autres",,0.0,0.0,0.13,0.01,0.04,5000000.0,,,5000000.0,,5000000.0,,,
Soudan,276,Poissons Pelagiques,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,
Soudan,276,Viande d'Ovins/Caprins,,,63.0,9.91,5.15,3.85,376000000.0,4000000.0,0.0,376000000.0,,380000000.0,,,
Soudan,276,Viande de Bovins,,,64.0,10.78,4.96,4.46,409000000.0,4000000.0,0.0,409000000.0,,413000000.0,,,
Soudan,276,Viande de Suides,,,,,,,0.0,0.0,0.0,,,,,,
Soudan,276,Viande de Volailles,,,4.0,1.25,0.27,0.45,48000000.0,0.0,2000000.0,48000000.0,,46000000.0,,,
Soudan,276,"Viande, Autre",,,22.0,5.12,1.55,1.94,194000000.0,0.0,0.0,194000000.0,,194000000.0,,,
Sri Lanka,38,Abats Comestible,,,2.0,0.71,0.07,0.35,15000000.0,0.0,0.0,15000000.0,,15000000.0,,,
Sri Lanka,38,Animaux Aquatiques Autre,,0.0,0.0,0.18,0.0,0.02,4000000.0,0.0,0.0,4000000.0,,4000000.0,,,
Sri Lanka,38,"Beurre, Ghee",,,1.0,0.06,0.14,,1000000.0,0.0,1000000.0,1000000.0,,1000000.0,,,
Sri Lanka,38,Cephalopodes,,0.0,0.0,0.02,0.0,0.01,0.0,1000000.0,0.0,0.0,,1000000.0,,,0.0
Sri Lanka,38,Crustacés,,0.0,1.0,0.62,0.01,0.18,13000000.0,4000000.0,1000000.0,13000000.0,,16000000.0,,,0.0
Sri Lanka,38,Crème,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Sri Lanka,38,Graisses Animales Crue,,12000000.0,1.0,0.05,0.14,0.0,14000000.0,3000000.0,15000000.0,1000000.0,,1000000.0,,,0.0
Sri Lanka,38,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Sri Lanka,38,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Sri Lanka,38,Lait - Excl Beurre,9000000.0,98000000.0,63.0,34.98,3.37,3.25,868000000.0,3000000.0,546000000.0,744000000.0,17000000.0,325000000.0,,,0.0
Sri Lanka,38,"Mollusques, Autres",,0.0,0.0,0.1,0.0,0.01,2000000.0,0.0,0.0,2000000.0,,2000000.0,,,0.0
Sri Lanka,38,Oeufs,,,18.0,4.57,1.26,1.41,110000000.0,1000000.0,0.0,97000000.0,6000000.0,111000000.0,8000000.0,,0.0
Sri Lanka,38,Perciform,,0.0,3.0,1.73,0.04,0.5,37000000.0,3000000.0,6000000.0,37000000.0,,34000000.0,,,
Sri Lanka,38,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Sri Lanka,38,Poissons Eau Douce,,0.0,6.0,3.2,0.22,0.95,68000000.0,0.0,1000000.0,68000000.0,,67000000.0,,,0.0
Sri Lanka,38,"Poissons Marins, Autres",,0.0,2.0,1.06,0.06,0.3,23000000.0,1000000.0,0.0,22000000.0,,24000000.0,,,
Sri Lanka,38,Poissons Pelagiques,56000000.0,0.0,46.0,18.93,1.76,7.05,458000000.0,16000000.0,184000000.0,403000000.0,,291000000.0,,,0.0
Sri Lanka,38,Viande d'Ovins/Caprins,,,0.0,0.09,0.03,0.04,2000000.0,0.0,0.0,2000000.0,,2000000.0,,,
Sri Lanka,38,Viande de Bovins,,,6.0,1.38,0.39,0.55,29000000.0,0.0,0.0,29000000.0,,29000000.0,,,0.0
Sri Lanka,38,Viande de Suides,,,0.0,0.05,0.04,0.01,1000000.0,0.0,0.0,1000000.0,,2000000.0,,0.0,0.0
Sri Lanka,38,Viande de Volailles,,,17.0,4.96,1.05,1.68,105000000.0,2000000.0,0.0,105000000.0,,107000000.0,,,0.0
Sri Lanka,38,"Viande, Autre",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Suisse,211,Abats Comestible,,,11.0,3.77,0.29,1.89,30000000.0,20000000.0,17000000.0,30000000.0,,33000000.0,,,0.0
Suisse,211,Animaux Aquatiques Autre,,0.0,0.0,0.04,0.0,0.01,0.0,,0.0,0.0,,,,,
Suisse,211,"Beurre, Ghee",,,110.0,5.6,12.44,0.14,45000000.0,2000000.0,1000000.0,45000000.0,,47000000.0,,,0.0
Suisse,211,Cephalopodes,,0.0,1.0,0.41,0.01,0.16,3000000.0,0.0,3000000.0,3000000.0,,,,,
Suisse,211,Crustacés,,0.0,3.0,2.64,0.03,0.57,21000000.0,0.0,21000000.0,21000000.0,,,,,
Suisse,211,Crème,,,14.0,4.94,0.68,1.64,40000000.0,3000000.0,6000000.0,40000000.0,,37000000.0,,,
Suisse,211,Graisses Animales Crue,,19000000.0,74.0,4.07,8.27,0.01,52000000.0,3000000.0,12000000.0,33000000.0,,43000000.0,,,0.0
Suisse,211,Huiles de Foie de Poisso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Suisse,211,Huiles de Poissons,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,2000000.0,0.0,,,,,
Suisse,211,Lait - Excl Beurre,816000000.0,476000000.0,398.0,318.69,25.77,24.56,3958000000.0,580000000.0,507000000.0,2574000000.0,,4032000000.0,,91000000.0,0.0
Suisse,211,"Mollusques, Autres",,0.0,1.0,1.25,0.01,0.08,10000000.0,0.0,10000000.0,10000000.0,,,,,
Suisse,211,Oeufs,,,40.0,10.53,2.84,3.26,91000000.0,0.0,43000000.0,85000000.0,2000000.0,49000000.0,4000000.0,,
Suisse,211,Perciform,0.0,0.0,6.0,2.76,0.29,0.74,22000000.0,0.0,22000000.0,22000000.0,,,,,1000000.0
Suisse,211,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Suisse,211,Poissons Eau Douce,,0.0,10.0,6.16,0.36,1.57,50000000.0,1000000.0,47000000.0,50000000.0,,3000000.0,,,
Suisse,211,"Poissons Marins, Autres",,0.0,4.0,1.76,0.16,0.63,14000000.0,0.0,14000000.0,14000000.0,,,,,
Suisse,211,Poissons Pelagiques,10000000.0,0.0,7.0,2.8,0.38,0.8,33000000.0,0.0,33000000.0,23000000.0,,,,,0.0
Suisse,211,Viande d'Ovins/Caprins,,,9.0,1.42,0.75,0.49,11000000.0,0.0,6000000.0,11000000.0,,5000000.0,,,
Suisse,211,Viande de Bovins,,,60.0,21.26,3.18,7.39,172000000.0,4000000.0,32000000.0,172000000.0,,143000000.0,,,
Suisse,211,Viande de Suides,,,314.0,31.49,30.79,8.29,254000000.0,2000000.0,21000000.0,254000000.0,,235000000.0,,,
Suisse,211,Viande de Volailles,,,57.0,16.38,3.17,6.66,132000000.0,4000000.0,56000000.0,132000000.0,,80000000.0,,,
Suisse,211,"Viande, Autre",,,6.0,1.77,0.28,0.87,14000000.0,0.0,10000000.0,14000000.0,,4000000.0,,0.0,
Suriname,207,Abats Comestible,,,7.0,2.18,0.24,0.99,1000000.0,,1000000.0,1000000.0,,0.0,,,
Suriname,207,"Beurre, Ghee",,,7.0,0.35,0.77,0.01,0.0,0.0,0.0,0.0,,0.0,,,0.0
Suriname,207,Cephalopodes,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Suriname,207,Crustacés,,2000000.0,9.0,6.57,0.09,1.71,5000000.0,3000000.0,0.0,4000000.0,,8000000.0,,,0.0
Suriname,207,Crème,,,0.0,0.03,0.02,,0.0,0.0,0.0,0.0,,,,,0.0
Suriname,207,Graisses Animales Crue,,0.0,4.0,0.18,0.43,0.01,0.0,0.0,0.0,0.0,,0.0,,,0.0
Suriname,207,Lait - Excl Beurre,0.0,5000000.0,75.0,48.97,3.34,5.03,32000000.0,1000000.0,27000000.0,26000000.0,1000000.0,6000000.0,,,0.0
Suriname,207,"Mollusques, Autres",,0.0,0.0,0.04,0.0,0.0,0.0,,0.0,0.0,,,,,
Suriname,207,Oeufs,,,14.0,3.93,0.93,1.07,3000000.0,,0.0,2000000.0,0.0,2000000.0,0.0,,
Suriname,207,Perciform,,0.0,0.0,0.02,0.0,0.01,0.0,2000000.0,0.0,0.0,,2000000.0,,,0.0
Suriname,207,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Suriname,207,Poissons Eau Douce,,0.0,2.0,0.9,0.06,0.27,0.0,0.0,0.0,0.0,,1000000.0,,,
Suriname,207,"Poissons Marins, Autres",,5000000.0,12.0,6.9,0.41,1.89,9000000.0,15000000.0,0.0,4000000.0,,24000000.0,,,0.0
Suriname,207,Poissons Pelagiques,0.0,0.0,5.0,2.04,0.28,0.58,1000000.0,1000000.0,3000000.0,1000000.0,,0.0,,,
Suriname,207,Viande d'Ovins/Caprins,,,1.0,0.39,0.1,0.15,0.0,,0.0,0.0,,0.0,,,
Suriname,207,Viande de Bovins,,,33.0,9.73,2.04,3.52,5000000.0,0.0,4000000.0,5000000.0,,2000000.0,,,0.0
Suriname,207,Viande de Suides,,,81.0,10.23,7.72,2.49,6000000.0,0.0,4000000.0,6000000.0,,2000000.0,,,
Suriname,207,Viande de Volailles,,10000000.0,127.0,35.55,9.01,10.59,29000000.0,0.0,21000000.0,19000000.0,,8000000.0,,,0.0
Suriname,207,"Viande, Autre",,,1.0,0.16,0.05,0.08,0.0,0.0,0.0,0.0,,,,,
Suède,210,Abats Comestible,0.0,,2.0,0.58,0.05,0.27,6000000.0,40000000.0,2000000.0,6000000.0,,43000000.0,,,0.0
Suède,210,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Suède,210,"Beurre, Ghee",,,85.0,4.35,9.67,0.11,42000000.0,4000000.0,11000000.0,42000000.0,,35000000.0,,,0.0
Suède,210,Cephalopodes,,0.0,0.0,0.08,0.0,0.03,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Suède,210,Crustacés,,0.0,9.0,7.31,0.1,1.68,70000000.0,8000000.0,76000000.0,70000000.0,,3000000.0,,,0.0
Suède,210,Crème,,,62.0,11.55,6.1,0.85,110000000.0,5000000.0,12000000.0,110000000.0,,104000000.0,,,
Suède,210,Graisses Animales Crue,,16000000.0,44.0,2.22,4.96,0.0,37000000.0,43000000.0,25000000.0,21000000.0,,55000000.0,,0.0,0.0
Suède,210,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,,,,,0.0
Suède,210,Huiles de Poissons,0.0,12000000.0,0.0,0.0,0.0,0.0,12000000.0,1000000.0,2000000.0,0.0,,11000000.0,,,0.0
Suède,210,Lait - Excl Beurre,54000000.0,33000000.0,391.0,341.23,21.22,26.93,3353000000.0,982000000.0,1425000000.0,3266000000.0,0.0,2910000000.0,,,0.0
Suède,210,"Mollusques, Autres",,0.0,0.0,0.75,0.01,0.06,7000000.0,2000000.0,7000000.0,7000000.0,,2000000.0,,,0.0
Suède,210,Oeufs,,,53.0,13.37,3.7,4.24,136000000.0,10000000.0,18000000.0,128000000.0,3000000.0,129000000.0,6000000.0,0.0,
Suède,210,Perciform,16000000.0,0.0,16.0,9.52,0.66,2.27,107000000.0,214000000.0,282000000.0,91000000.0,,39000000.0,,,0.0
Suède,210,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Suède,210,Poissons Eau Douce,0.0,0.0,15.0,8.97,0.58,2.32,86000000.0,491000000.0,562000000.0,86000000.0,,15000000.0,,,0.0
Suède,210,"Poissons Marins, Autres",0.0,0.0,2.0,0.66,0.08,0.28,6000000.0,4000000.0,11000000.0,6000000.0,,0.0,,,0.0
Suède,210,Poissons Pelagiques,50000000.0,0.0,14.0,4.71,0.72,1.67,95000000.0,149000000.0,111000000.0,45000000.0,,133000000.0,,,0.0
Suède,210,Viande d'Ovins/Caprins,,,9.0,1.41,0.81,0.47,13000000.0,0.0,9000000.0,13000000.0,,5000000.0,,,
Suède,210,Viande de Bovins,,,77.0,24.58,3.97,9.55,235000000.0,11000000.0,124000000.0,235000000.0,,122000000.0,,0.0,
Suède,210,Viande de Suides,,,205.0,37.0,17.04,11.94,354000000.0,29000000.0,149000000.0,354000000.0,,235000000.0,,,0.0
Suède,210,Viande de Volailles,,,62.0,16.64,3.42,7.18,178000000.0,16000000.0,73000000.0,159000000.0,,120000000.0,,19000000.0,
Suède,210,"Viande, Autre",,,7.0,1.93,0.29,0.96,18000000.0,7000000.0,4000000.0,18000000.0,,21000000.0,,0.0,0.0
Sénégal,195,Abats Comestible,,0.0,5.0,1.73,0.18,0.8,24000000.0,0.0,2000000.0,24000000.0,,23000000.0,,,
Sénégal,195,"Beurre, Ghee",,,2.0,0.11,0.23,0.0,1000000.0,0.0,1000000.0,1000000.0,,1000000.0,,,
Sénégal,195,Cephalopodes,,0.0,0.0,0.01,0.0,0.0,0.0,7000000.0,0.0,0.0,,6000000.0,,,0.0
Sénégal,195,Crustacés,,0.0,0.0,0.18,0.0,0.04,3000000.0,5000000.0,0.0,3000000.0,,7000000.0,,,0.0
Sénégal,195,Crème,,,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,,,,,
Sénégal,195,Graisses Animales Crue,,0.0,11.0,0.51,1.18,0.02,7000000.0,0.0,4000000.0,7000000.0,,3000000.0,,,
Sénégal,195,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Sénégal,195,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Sénégal,195,Lait - Excl Beurre,,0.0,30.0,16.86,1.66,1.53,247000000.0,72000000.0,108000000.0,238000000.0,11000000.0,211000000.0,,,0.0
Sénégal,195,"Mollusques, Autres",,0.0,0.0,0.82,0.0,0.05,12000000.0,1000000.0,0.0,12000000.0,,13000000.0,,,0.0
Sénégal,195,Oeufs,,,6.0,1.63,0.38,0.47,27000000.0,0.0,1000000.0,23000000.0,0.0,26000000.0,3000000.0,,0.0
Sénégal,195,Perciform,,0.0,6.0,5.73,0.14,1.25,81000000.0,11000000.0,1000000.0,81000000.0,,91000000.0,,,0.0
Sénégal,195,Plantes Aquatiques,,2000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,,2000000.0,,,
Sénégal,195,Poissons Eau Douce,,0.0,5.0,2.44,0.17,0.73,35000000.0,0.0,0.0,35000000.0,,34000000.0,,,
Sénégal,195,"Poissons Marins, Autres",,0.0,0.0,0.28,0.02,0.08,4000000.0,0.0,0.0,4000000.0,,4000000.0,,,
Sénégal,195,Poissons Pelagiques,0.0,0.0,27.0,14.49,0.94,4.33,205000000.0,135000000.0,9000000.0,205000000.0,,315000000.0,,,16000000.0
Sénégal,195,Viande d'Ovins/Caprins,,,16.0,3.19,1.22,1.23,45000000.0,0.0,0.0,45000000.0,,45000000.0,,,
Sénégal,195,Viande de Bovins,,,30.0,5.85,2.21,2.35,83000000.0,1000000.0,4000000.0,83000000.0,,80000000.0,,,
Sénégal,195,Viande de Suides,,,8.0,0.94,0.74,0.3,13000000.0,0.0,1000000.0,13000000.0,,13000000.0,,,
Sénégal,195,Viande de Volailles,,,15.0,4.62,0.97,1.56,65000000.0,0.0,0.0,65000000.0,,65000000.0,,,
Sénégal,195,"Viande, Autre",,,3.0,1.19,0.13,0.51,17000000.0,0.0,0.0,17000000.0,,17000000.0,,,0.0
Tadjikistan,208,Abats Comestible,,,6.0,1.84,0.21,0.83,15000000.0,,,15000000.0,,15000000.0,,,
Tadjikistan,208,"Beurre, Ghee",,,1.0,0.03,0.07,0.0,0.0,,0.0,0.0,,0.0,,,0.0
Tadjikistan,208,Cephalopodes,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tadjikistan,208,Crustacés,,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,,,,,
Tadjikistan,208,Graisses Animales Crue,,3000000.0,,,,,3000000.0,,0.0,,,3000000.0,,,
Tadjikistan,208,Lait - Excl Beurre,387000000.0,,97.0,54.54,5.25,5.29,835000000.0,0.0,6000000.0,448000000.0,,828000000.0,,,0.0
Tadjikistan,208,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tadjikistan,208,Oeufs,,6000000.0,6.0,1.71,0.46,0.5,20000000.0,,1000000.0,14000000.0,,19000000.0,0.0,,
Tadjikistan,208,Perciform,,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,,,,,
Tadjikistan,208,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tadjikistan,208,Poissons Eau Douce,,0.0,0.0,0.17,0.01,0.05,1000000.0,,0.0,1000000.0,,1000000.0,,,
Tadjikistan,208,"Poissons Marins, Autres",,0.0,0.0,0.11,0.01,0.03,1000000.0,,1000000.0,1000000.0,,,,,
Tadjikistan,208,Poissons Pelagiques,1000000.0,0.0,0.0,0.19,0.02,0.05,2000000.0,,2000000.0,2000000.0,,,,,
Tadjikistan,208,Viande d'Ovins/Caprins,,,42.0,5.77,3.61,2.14,47000000.0,,,47000000.0,,47000000.0,,,
Tadjikistan,208,Viande de Bovins,,,27.0,4.35,2.12,1.77,36000000.0,0.0,1000000.0,36000000.0,,35000000.0,,,
Tadjikistan,208,Viande de Suides,,,9.0,1.07,0.82,0.27,9000000.0,,6000000.0,9000000.0,,3000000.0,,,
Tadjikistan,208,Viande de Volailles,,,9.0,2.6,0.55,0.87,21000000.0,,20000000.0,21000000.0,,1000000.0,,,
Tadjikistan,208,"Viande, Autre",,,73.0,21.08,3.46,9.47,173000000.0,,,173000000.0,,173000000.0,,,
Tchad,39,Abats Comestible,,,6.0,2.1,0.19,1.0,27000000.0,0.0,0.0,27000000.0,,27000000.0,,,
Tchad,39,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,"Beurre, Ghee",,,1.0,0.04,0.09,0.0,1000000.0,0.0,0.0,1000000.0,,0.0,,,
Tchad,39,Cephalopodes,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,Crustacés,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,Graisses Animales Crue,,,8.0,0.34,0.86,0.02,4000000.0,,,4000000.0,,4000000.0,,,
Tchad,39,Huiles de Foie de Poisso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,Lait - Excl Beurre,7000000.0,,38.0,20.63,2.18,1.81,287000000.0,0.0,10000000.0,265000000.0,15000000.0,277000000.0,,,
Tchad,39,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,Oeufs,,,1.0,0.24,0.06,0.07,4000000.0,,0.0,3000000.0,0.0,4000000.0,0.0,,
Tchad,39,Perciform,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,Poissons Eau Douce,,0.0,12.0,4.67,0.43,1.85,60000000.0,0.0,0.0,60000000.0,,60000000.0,,,
Tchad,39,"Poissons Marins, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Tchad,39,Poissons Pelagiques,0.0,0.0,0.0,0.06,0.01,0.02,1000000.0,0.0,1000000.0,1000000.0,,,,,
Tchad,39,Viande d'Ovins/Caprins,,,16.0,3.35,1.13,1.35,43000000.0,0.0,0.0,43000000.0,,43000000.0,,,
Tchad,39,Viande de Bovins,,,33.0,7.67,2.21,3.2,98000000.0,0.0,0.0,98000000.0,,98000000.0,,,
Tchad,39,Viande de Suides,,,0.0,0.05,0.04,0.02,1000000.0,0.0,0.0,1000000.0,,1000000.0,,0.0,
Tchad,39,Viande de Volailles,,,1.0,0.42,0.09,0.14,5000000.0,0.0,0.0,5000000.0,,5000000.0,,,
Tchad,39,"Viande, Autre",,,2.0,0.5,0.07,0.23,6000000.0,0.0,0.0,6000000.0,,6000000.0,,,
Tchéquie (la),167,Abats Comestible,,,10.0,3.07,0.29,1.53,33000000.0,10000000.0,23000000.0,33000000.0,,20000000.0,,,
Tchéquie (la),167,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Tchéquie (la),167,"Beurre, Ghee",,,101.0,5.15,11.45,0.13,55000000.0,4000000.0,19000000.0,55000000.0,,40000000.0,,,
Tchéquie (la),167,Cephalopodes,,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,,,,,0.0
Tchéquie (la),167,Crustacés,,0.0,0.0,0.23,0.0,0.06,2000000.0,1000000.0,3000000.0,2000000.0,,,,,
Tchéquie (la),167,Crème,,,22.0,4.06,2.15,0.3,45000000.0,14000000.0,9000000.0,43000000.0,1000000.0,50000000.0,,,
Tchéquie (la),167,Graisses Animales Crue,,113000000.0,76.0,3.86,8.4,0.08,154000000.0,8000000.0,75000000.0,41000000.0,,86000000.0,,,
Tchéquie (la),167,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Tchéquie (la),167,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Tchéquie (la),167,Lait - Excl Beurre,75000000.0,69000000.0,279.0,195.2,15.25,20.39,2321000000.0,1251000000.0,712000000.0,2089000000.0,87000000.0,2860000000.0,,0.0,
Tchéquie (la),167,"Mollusques, Autres",,0.0,0.0,0.09,0.0,0.01,1000000.0,1000000.0,1000000.0,1000000.0,,,,,1000000.0
Tchéquie (la),167,Oeufs,,,44.0,11.66,3.14,3.42,140000000.0,18000000.0,34000000.0,125000000.0,3000000.0,124000000.0,12000000.0,,0.0
Tchéquie (la),167,Perciform,,0.0,3.0,2.06,0.14,0.42,22000000.0,8000000.0,30000000.0,22000000.0,,,,,
Tchéquie (la),167,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Tchéquie (la),167,Poissons Eau Douce,,0.0,6.0,2.96,0.27,0.93,32000000.0,19000000.0,28000000.0,32000000.0,,23000000.0,,,
Tchéquie (la),167,"Poissons Marins, Autres",,0.0,1.0,0.56,0.03,0.17,6000000.0,2000000.0,8000000.0,6000000.0,,,,,
Tchéquie (la),167,Poissons Pelagiques,15000000.0,0.0,7.0,2.67,0.35,0.98,44000000.0,8000000.0,52000000.0,29000000.0,,,,,
Tchéquie (la),167,Viande d'Ovins/Caprins,,,2.0,0.34,0.2,0.13,4000000.0,0.0,0.0,4000000.0,,3000000.0,,,
Tchéquie (la),167,Viande de Bovins,,,24.0,8.15,1.25,2.9,87000000.0,11000000.0,33000000.0,87000000.0,,65000000.0,,,
