Zone,Code zone,Produit,Aliments pour animaux (kg/an),Autres utilisations (non alimentaire) (kg/an),Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure (kg/an),Exportations - Quantité (kg/an),Importations - Quantité (kg/an),Nourriture (kg/an),Pertes (kg/an),Production (kg/an),Semences (kg/an),Traitement (kg/an),Variation de stock (kg/an)
Kenya,114,"Agrumes, Autres",,,2.0,2.33,0.01,0.03,115000000.0,1000000.0,1000000.0,103000000.0,12000000.0,115000000.0,,0.0,0.0
Kenya,114,"Alcool, non Comestible",,2000000.0,,,,,2000000.0,17000000.0,3000000.0,,,16000000.0,,,0.0
Kenya,114,Aliments pour enfants,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Kenya,114,Ananas,,,2.0,1.54,0.0,0.01,12000000.0,146000000.0,1000000.0,68000000.0,13000000.0,129000000.0,,,29000000.0
Kenya,114,Arachides Decortiquees,,,8.0,0.56,0.69,0.36,26000000.0,0.0,9000000.0,25000000.0,1000000.0,18000000.0,1000000.0,,0.0
Kenya,114,Avoine,1000000.0,,0.0,0.06,0.01,0.01,4000000.0,0.0,0.0,2000000.0,0.0,4000000.0,0.0,1000000.0,0.0
Kenya,114,Bananes,,,44.0,26.8,0.07,0.73,1398000000.0,0.0,0.0,1189000000.0,210000000.0,1398000000.0,,,
Kenya,114,Bananes plantains,,,2.0,0.62,0.0,0.01,31000000.0,,0.0,28000000.0,3000000.0,31000000.0,,0.0,
Kenya,114,Bière,,,12.0,10.42,,0.14,462000000.0,48000000.0,3000000.0,462000000.0,,508000000.0,,,
Kenya,114,Blé,,34000000.0,258.0,34.65,1.11,7.73,1612000000.0,16000000.0,1092000000.0,1537000000.0,31000000.0,486000000.0,11000000.0,0.0,50000000.0
Kenya,114,Boissons Alcooliques,,,5.0,0.57,,,25000000.0,9000000.0,6000000.0,25000000.0,,28000000.0,,,
Kenya,114,Boissons Fermentés,,,9.0,7.85,,0.09,348000000.0,0.0,0.0,348000000.0,0.0,348000000.0,,,
Kenya,114,Café,,,0.0,0.08,,0.01,3000000.0,49000000.0,2000000.0,3000000.0,,40000000.0,,,10000000.0
Kenya,114,Citrons & Limes,,,0.0,0.38,0.0,0.01,17000000.0,0.0,1000000.0,17000000.0,,16000000.0,,,
Kenya,114,Coco (Incl Coprah),,,9.0,2.34,0.92,0.09,85000000.0,40000000.0,0.0,104000000.0,7000000.0,125000000.0,,15000000.0,0.0
Kenya,114,"Céréales, Autres",0.0,,0.0,0.0,0.0,0.0,0.0,10000000.0,3000000.0,0.0,,,,,6000000.0
Kenya,114,Dattes,,,1.0,0.09,0.0,0.01,4000000.0,0.0,3000000.0,4000000.0,,1000000.0,,,
Kenya,114,Edulcorants Autres,,,4.0,0.43,,,19000000.0,3000000.0,22000000.0,19000000.0,,,,0.0,0.0
Kenya,114,Feve de Cacao,,,0.0,0.07,0.04,0.02,3000000.0,1000000.0,4000000.0,3000000.0,,,,,0.0
Kenya,114,"Fruits, Autres",,,30.0,20.1,1.13,0.33,964000000.0,95000000.0,13000000.0,892000000.0,73000000.0,1046000000.0,,0.0,0.0
Kenya,114,Girofles,,,0.0,0.04,0.02,0.01,2000000.0,0.0,0.0,2000000.0,,2000000.0,,,0.0
Kenya,114,Graines Colza/Moutarde,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Kenya,114,Graines de coton,,,,,,,10000000.0,0.0,1000000.0,,0.0,8000000.0,1000000.0,8000000.0,
Kenya,114,Graines de tournesol,,,,,,,14000000.0,0.0,0.0,,1000000.0,14000000.0,0.0,13000000.0,0.0
Kenya,114,Haricots,,0.0,98.0,10.48,0.49,6.34,569000000.0,43000000.0,48000000.0,465000000.0,92000000.0,529000000.0,12000000.0,,35000000.0
Kenya,114,Huil Plantes Oleif Autr,,2000000.0,10.0,0.39,1.08,,19000000.0,3000000.0,6000000.0,17000000.0,,16000000.0,,0.0,0.0
Kenya,114,Huile Graines de Coton,,,1.0,0.03,0.08,,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,0.0
Kenya,114,Huile d'Arachide,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0
Kenya,114,Huile d'Olive,,,0.0,0.01,0.02,,0.0,0.0,0.0,0.0,,,,,0.0
Kenya,114,Huile de Coco,,0.0,2.0,0.09,0.25,,4000000.0,1000000.0,0.0,4000000.0,,4000000.0,,,0.0
Kenya,114,Huile de Colza&Moutarde,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0
Kenya,114,Huile de Germe de Maïs,,,11.0,0.45,1.22,,20000000.0,0.0,6000000.0,20000000.0,,14000000.0,,,
Kenya,114,Huile de Palme,,331000000.0,107.0,4.48,12.06,0.06,530000000.0,77000000.0,605000000.0,199000000.0,,,,,2000000.0
Kenya,114,Huile de Palmistes,,,5.0,0.22,0.6,,10000000.0,0.0,10000000.0,10000000.0,,,,,
Kenya,114,Huile de Soja,,,1.0,0.03,0.1,,2000000.0,1000000.0,2000000.0,2000000.0,,,,,0.0
Kenya,114,Huile de Sésame,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
Kenya,114,Huile de Tournesol,,,5.0,0.2,0.54,,9000000.0,1000000.0,6000000.0,9000000.0,,3000000.0,,,0.0
Kenya,114,Ignames,,,1.0,0.21,0.0,0.01,10000000.0,,,9000000.0,,10000000.0,1000000.0,,
Kenya,114,"Légumes, Autres",,,23.0,37.8,0.17,1.22,1748000000.0,98000000.0,36000000.0,1677000000.0,73000000.0,1800000000.0,,,11000000.0
Kenya,114,Légumineuses Autres,,,42.0,4.51,0.22,2.79,225000000.0,23000000.0,4000000.0,200000000.0,14000000.0,229000000.0,11000000.0,,15000000.0
Kenya,114,Manioc,,3000000.0,70.0,24.34,0.07,0.59,1116000000.0,0.0,4000000.0,1079000000.0,33000000.0,1112000000.0,,0.0,0.0
Kenya,114,Maïs,115000000.0,48000000.0,663.0,76.2,7.14,17.47,3697000000.0,6000000.0,112000000.0,3380000000.0,74000000.0,3391000000.0,61000000.0,20000000.0,200000000.0
Kenya,114,Miel,,,2.0,0.27,,0.0,12000000.0,0.0,0.0,12000000.0,,12000000.0,,,
Kenya,114,Millet,6000000.0,,7.0,0.95,0.06,0.17,72000000.0,0.0,8000000.0,42000000.0,8000000.0,64000000.0,2000000.0,14000000.0,
Kenya,114,Miscellanees,,,0.0,,0.0,0.01,,,,,,,,,
Kenya,114,Noix,,,8.0,1.08,0.75,0.22,49000000.0,7000000.0,2000000.0,48000000.0,1000000.0,54000000.0,,,0.0
Kenya,114,Oignons,,,2.0,1.93,0.01,0.06,95000000.0,3000000.0,11000000.0,85000000.0,10000000.0,87000000.0,,,
Kenya,114,Olives,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
Kenya,114,"Oranges, Mandarines",,,2.0,2.56,0.02,0.03,125000000.0,4000000.0,12000000.0,113000000.0,12000000.0,117000000.0,,,0.0
Kenya,114,Orge,,,3.0,0.37,0.0,0.06,101000000.0,13000000.0,36000000.0,16000000.0,2000000.0,77000000.0,2000000.0,81000000.0,0.0
Kenya,114,Palmistes,,0.0,,,,,0.0,0.0,0.0,,,,,,0.0
Kenya,114,Pamplemousse,,,0.0,0.06,0.0,0.0,-4000000.0,7000000.0,0.0,3000000.0,0.0,3000000.0,,,
Kenya,114,Patates douces,,,63.0,23.34,0.13,0.96,1150000000.0,0.0,,1035000000.0,115000000.0,1150000000.0,,,
Kenya,114,Piments,,,1.0,0.06,0.02,0.02,3000000.0,0.0,0.0,3000000.0,0.0,3000000.0,,,
Kenya,114,"Plantes Oleiferes, Autre",21000000.0,0.0,0.0,0.0,,,62000000.0,0.0,21000000.0,0.0,,41000000.0,0.0,41000000.0,0.0
Kenya,114,Pois,,,3.0,0.32,0.02,0.2,14000000.0,10000000.0,24000000.0,14000000.0,,,,,0.0
Kenya,114,Poivre,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Kenya,114,Pommes,,,0.0,0.26,0.0,0.0,9000000.0,7000000.0,15000000.0,11000000.0,,1000000.0,,,0.0
Kenya,114,Pommes de Terre,,3000000.0,81.0,41.66,0.11,1.72,2191000000.0,3000000.0,1000000.0,1848000000.0,219000000.0,2193000000.0,122000000.0,0.0,0.0
Kenya,114,Racines nda,,,1.0,0.38,0.0,0.02,19000000.0,0.0,0.0,17000000.0,2000000.0,19000000.0,,,0.0
Kenya,114,Raisin,,0.0,0.0,0.05,0.0,0.0,2000000.0,0.0,2000000.0,2000000.0,,,,,0.0
Kenya,114,Riz (Eq Blanchi),,1000000.0,122.0,12.94,0.17,2.35,580000000.0,2000000.0,431000000.0,574000000.0,4000000.0,98000000.0,1000000.0,,53000000.0
Kenya,114,Seigle,0.0,,,,,,0.0,0.0,1000000.0,,,,,,
Kenya,114,Soja,,,2.0,0.2,0.09,0.18,9000000.0,0.0,6000000.0,9000000.0,,3000000.0,1000000.0,,0.0
Kenya,114,Sorgho,24000000.0,,22.0,2.85,0.2,0.67,237000000.0,6000000.0,104000000.0,126000000.0,27000000.0,139000000.0,4000000.0,55000000.0,
Kenya,114,Sucre Eq Brut,,,144.0,14.77,,,666000000.0,33000000.0,256000000.0,655000000.0,,548000000.0,,11000000.0,-105000000.0
Kenya,114,Sucre non centrifugé,,,4.0,0.47,,,31000000.0,10000000.0,1000000.0,21000000.0,,40000000.0,,10000000.0,0.0
Kenya,114,"Sucre, betterave",0.0,,,,,,0.0,0.0,0.0,,,,,,
Kenya,114,"Sucre, canne",,,23.0,30.44,0.08,0.25,5900000000.0,0.0,0.0,1350000000.0,,5900000000.0,,4550000000.0,
Kenya,114,Sésame,,,6.0,0.4,0.53,0.2,19000000.0,4000000.0,11000000.0,18000000.0,1000000.0,12000000.0,0.0,,0.0
Kenya,114,Thé,,,2.0,1.83,,0.5,79000000.0,451000000.0,13000000.0,81000000.0,,432000000.0,,,85000000.0
Kenya,114,Tomates,,,6.0,10.46,0.06,0.27,515000000.0,1000000.0,13000000.0,464000000.0,50000000.0,503000000.0,,0.0,
Kenya,114,Vin,,,0.0,0.13,,,6000000.0,1000000.0,7000000.0,6000000.0,,,,,0.0
Kenya,114,"Épices, Autres",,,0.0,0.04,0.01,0.01,2000000.0,3000000.0,2000000.0,2000000.0,,2000000.0,,,1000000.0
Kirghizistan,113,"Agrumes, Autres",,,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Kirghizistan,113,"Alcool, non Comestible",,10000000.0,,,,,10000000.0,0.0,0.0,,,10000000.0,,,
Kirghizistan,113,Aliments pour enfants,,,1.0,0.14,0.01,0.06,1000000.0,2000000.0,2000000.0,1000000.0,,,,,0.0
Kirghizistan,113,Ananas,,,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Kirghizistan,113,Arachides Decortiquees,,,0.0,0.03,0.04,0.02,0.0,0.0,0.0,0.0,,0.0,,,0.0
Kirghizistan,113,Avoine,2000000.0,,1.0,0.23,0.02,0.06,3000000.0,,1000000.0,1000000.0,0.0,2000000.0,0.0,,
Kirghizistan,113,Bananes,,,2.0,1.04,0.01,0.02,6000000.0,0.0,6000000.0,6000000.0,,,,,
Kirghizistan,113,Bière,,,11.0,8.38,,0.11,46000000.0,0.0,23000000.0,46000000.0,,24000000.0,,,
Kirghizistan,113,Blé,532000000.0,,1007.0,129.09,4.08,29.89,1380000000.0,2000000.0,563000000.0,716000000.0,26000000.0,819000000.0,37000000.0,68000000.0,0.0
Kirghizistan,113,Boissons Alcooliques,,,31.0,3.87,,,21000000.0,0.0,5000000.0,21000000.0,,17000000.0,,,
Kirghizistan,113,Boissons Fermentés,,,0.0,0.12,,0.0,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Kirghizistan,113,Café,,,1.0,0.52,,0.02,3000000.0,0.0,3000000.0,3000000.0,,,,,
Kirghizistan,113,Citrons & Limes,,,0.0,0.1,0.0,0.0,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Kirghizistan,113,Coco (Incl Coprah),,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Kirghizistan,113,"Céréales, Autres",2000000.0,,7.0,1.1,0.02,0.19,8000000.0,0.0,7000000.0,6000000.0,,1000000.0,,,0.0
Kirghizistan,113,Dattes,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kirghizistan,113,Edulcorants Autres,,0.0,2.0,0.22,,,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Kirghizistan,113,Feve de Cacao,,,32.0,1.57,2.93,0.36,9000000.0,2000000.0,10000000.0,9000000.0,,,,,
Kirghizistan,113,"Fruits, Autres",,,9.0,7.42,0.08,0.13,47000000.0,50000000.0,6000000.0,41000000.0,6000000.0,90000000.0,,,0.0
Kirghizistan,113,Graines Colza/Moutarde,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Kirghizistan,113,Graines de coton,,0.0,,,,,41000000.0,,1000000.0,,1000000.0,44000000.0,2000000.0,38000000.0,-5000000.0
Kirghizistan,113,Graines de tournesol,39000000.0,,,,,,43000000.0,1000000.0,2000000.0,,1000000.0,43000000.0,1000000.0,2000000.0,
Kirghizistan,113,Haricots,,,44.0,4.74,0.22,2.87,26000000.0,36000000.0,0.0,26000000.0,,63000000.0,,,0.0
Kirghizistan,113,Huil Plantes Oleif Autr,,0.0,20.0,0.85,2.26,0.02,5000000.0,0.0,5000000.0,5000000.0,,,,0.0,
Kirghizistan,113,Huile Graines de Coton,,0.0,40.0,1.66,4.54,0.0,9000000.0,0.0,3000000.0,9000000.0,,7000000.0,,,0.0
Kirghizistan,113,Huile d'Arachide,,,,,,,0.0,0.0,,,,,,,
Kirghizistan,113,Huile d'Olive,,0.0,0.0,0.01,0.03,,0.0,0.0,0.0,0.0,,,,,
Kirghizistan,113,Huile de Coco,,,3.0,0.11,0.3,,1000000.0,,1000000.0,1000000.0,,,,,
Kirghizistan,113,Huile de Colza&Moutarde,,,4.0,0.16,0.44,,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,0.0
Kirghizistan,113,Huile de Germe de Maïs,,,1.0,0.03,0.09,,0.0,0.0,0.0,0.0,,,,,0.0
Kirghizistan,113,Huile de Palme,,4000000.0,,,,,4000000.0,0.0,4000000.0,,,,,,
Kirghizistan,113,Huile de Palmistes,,0.0,,,,,0.0,,0.0,,,,,,
Kirghizistan,113,Huile de Soja,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0
Kirghizistan,113,Huile de Sésame,,,0.0,,,,0.0,,0.0,,,,,,
Kirghizistan,113,Huile de Tournesol,,18000000.0,89.0,3.68,10.07,0.0,38000000.0,0.0,37000000.0,20000000.0,,1000000.0,,,0.0
Kirghizistan,113,"Légumes, Autres",91000000.0,,77.0,94.14,0.5,3.1,645000000.0,89000000.0,2000000.0,522000000.0,31000000.0,731000000.0,,,0.0
Kirghizistan,113,Légumineuses Autres,1000000.0,,0.0,0.04,0.0,0.02,1000000.0,0.0,0.0,0.0,,1000000.0,,,
Kirghizistan,113,Manioc,,0.0,,,,,0.0,,0.0,,,,,,
Kirghizistan,113,Maïs,418000000.0,3000000.0,195.0,26.16,0.64,4.51,572000000.0,0.0,4000000.0,145000000.0,2000000.0,568000000.0,5000000.0,,
Kirghizistan,113,Miel,,,2.0,0.26,,0.0,1000000.0,0.0,0.0,1000000.0,,2000000.0,,,
Kirghizistan,113,Millet,0.0,,,,,,0.0,,0.0,,,0.0,,,
Kirghizistan,113,Miscellanees,,,3.0,,0.03,0.08,,,,,,,,,
Kirghizistan,113,Noix,,,17.0,2.01,1.62,0.45,11000000.0,8000000.0,1000000.0,11000000.0,,18000000.0,,,0.0
Kirghizistan,113,Oignons,,,18.0,21.3,0.12,0.64,121000000.0,32000000.0,0.0,118000000.0,3000000.0,152000000.0,,,
Kirghizistan,113,Olives,,,0.0,0.02,0.01,,0.0,0.0,0.0,0.0,,,,,
Kirghizistan,113,"Oranges, Mandarines",,,2.0,2.64,0.01,0.03,15000000.0,0.0,15000000.0,15000000.0,,,,,0.0
Kirghizistan,113,Orge,267000000.0,,9.0,1.13,0.04,0.31,320000000.0,0.0,10000000.0,6000000.0,6000000.0,310000000.0,36000000.0,5000000.0,0.0
Kirghizistan,113,Pamplemousse,,,0.0,0.02,,,0.0,0.0,0.0,0.0,,,,,0.0
Kirghizistan,113,Patates douces,,,,,,,0.0,0.0,,,,,,,
Kirghizistan,113,Piments,,,2.0,0.17,0.08,0.06,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Kirghizistan,113,"Plantes Oleiferes, Autre",13000000.0,,0.0,0.01,0.01,0.0,13000000.0,0.0,0.0,0.0,,13000000.0,,,0.0
Kirghizistan,113,Pois,,,6.0,0.61,0.03,0.37,3000000.0,0.0,2000000.0,3000000.0,,1000000.0,,,
Kirghizistan,113,Poivre,,,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,,0.0,,,
Kirghizistan,113,Pommes,26000000.0,,23.0,17.36,0.14,0.05,126000000.0,34000000.0,17000000.0,96000000.0,3000000.0,143000000.0,,1000000.0,0.0
Kirghizistan,113,Pommes de Terre,422000000.0,,182.0,99.27,0.27,4.31,1289000000.0,45000000.0,2000000.0,551000000.0,62000000.0,1332000000.0,252000000.0,2000000.0,0.0
Kirghizistan,113,Raisin,,,1.0,0.42,0.0,0.01,6000000.0,4000000.0,1000000.0,2000000.0,1000000.0,8000000.0,,2000000.0,0.0
Kirghizistan,113,Riz (Eq Blanchi),,0.0,72.0,7.31,0.14,1.34,41000000.0,0.0,23000000.0,41000000.0,0.0,18000000.0,0.0,,
Kirghizistan,113,Seigle,0.0,,1.0,0.11,0.0,0.02,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,,0.0
Kirghizistan,113,Soja,4000000.0,,0.0,0.01,,0.0,4000000.0,0.0,4000000.0,0.0,,0.0,,,0.0
Kirghizistan,113,Sorgho,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,
Kirghizistan,113,Sucre Eq Brut,0.0,,264.0,31.03,,,173000000.0,1000000.0,108000000.0,172000000.0,1000000.0,27000000.0,,,39000000.0
Kirghizistan,113,"Sucre, betterave",,,,,,,195000000.0,0.0,0.0,,1000000.0,195000000.0,,194000000.0,0.0
Kirghizistan,113,Sésame,0.0,,,,,,0.0,0.0,0.0,,,,,,
Kirghizistan,113,Thé,,,1.0,0.67,,0.18,4000000.0,0.0,4000000.0,4000000.0,,,,,
Kirghizistan,113,Tomates,,,17.0,35.79,0.2,0.83,200000000.0,1000000.0,6000000.0,199000000.0,2000000.0,195000000.0,,,
Kirghizistan,113,Vin,,,2.0,0.61,,0.0,3000000.0,0.0,2000000.0,3000000.0,,2000000.0,,,
Kirghizistan,113,"Épices, Autres",,,1.0,0.08,0.04,0.03,0.0,0.0,0.0,0.0,,0.0,,,
Kiribati,83,"Agrumes, Autres",,,0.0,0.2,,,0.0,,0.0,0.0,,,,,
Kiribati,83,"Alcool, non Comestible",,0.0,,,,,0.0,,0.0,,,,,,
Kiribati,83,Aliments pour enfants,,,1.0,0.1,0.0,0.05,0.0,,0.0,0.0,,,,,
Kiribati,83,Ananas,,,1.0,0.4,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Arachides Decortiquees,,,1.0,0.05,0.05,0.03,0.0,,0.0,0.0,,,,,
Kiribati,83,Avoine,,,0.0,,,,,,,,,,,,
Kiribati,83,Bananes,,1000000.0,96.0,58.15,0.48,1.13,7000000.0,,,6000000.0,0.0,7000000.0,,,
Kiribati,83,Bière,,0.0,4.0,2.94,,0.05,1000000.0,,1000000.0,0.0,,,,,0.0
Kiribati,83,Blé,,0.0,362.0,48.64,1.4,10.53,5000000.0,0.0,5000000.0,5000000.0,,,,,0.0
Kiribati,83,Boissons Alcooliques,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Boissons Fermentés,,,0.0,0.03,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Café,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0
Kiribati,83,Coco (Incl Coprah),,116000000.0,642.0,127.45,60.76,5.94,159000000.0,2000000.0,0.0,13000000.0,,169000000.0,,29000000.0,-9000000.0
Kiribati,83,"Céréales, Autres",0.0,,2.0,0.24,0.0,0.05,0.0,,0.0,0.0,,,,,
Kiribati,83,Edulcorants Autres,,0.0,8.0,1.77,,,0.0,,0.0,0.0,,,,,0.0
Kiribati,83,Feve de Cacao,,,1.0,0.05,0.05,0.0,0.0,,0.0,0.0,,,,,
Kiribati,83,"Fruits, Autres",,0.0,19.0,18.69,0.19,0.21,2000000.0,,1000000.0,2000000.0,0.0,1000000.0,,,
Kiribati,83,Graines Colza/Moutarde,,,2.0,0.0,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Huil Plantes Oleif Autr,,0.0,6.0,0.25,0.67,0.0,0.0,,0.0,0.0,,,,,
Kiribati,83,Huile d'Olive,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Kiribati,83,Huile de Coco,,3000000.0,119.0,4.9,13.43,,3000000.0,1000000.0,0.0,1000000.0,,4000000.0,,,
Kiribati,83,Huile de Palme,,0.0,,,,,0.0,,0.0,,,,,,
Kiribati,83,Huile de Palmistes,,0.0,,,,,0.0,,0.0,,,,,,
Kiribati,83,Huile de Soja,,,5.0,0.23,0.62,,0.0,,0.0,0.0,,,,,0.0
Kiribati,83,Huile de Sésame,,,0.0,0.02,0.05,,0.0,,0.0,0.0,,,,,
Kiribati,83,Huile de Tournesol,,,,,,,0.0,0.0,,,,,,,
Kiribati,83,"Légumes, Autres",,1000000.0,36.0,56.3,0.3,2.15,7000000.0,0.0,0.0,6000000.0,0.0,6000000.0,,,
Kiribati,83,Légumineuses Autres,,,1.0,0.06,,0.03,0.0,,0.0,0.0,,,,,
Kiribati,83,Manioc,,,2.0,0.74,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Maïs,0.0,,3.0,0.31,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Miel,,,0.0,0.01,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Miscellanees,,,3.0,,0.11,0.11,,,,,,,,,
Kiribati,83,Noix,,,19.0,2.67,1.83,0.51,0.0,,0.0,0.0,,0.0,,,
Kiribati,83,Oignons,,,0.0,0.39,,,0.0,,0.0,0.0,,,,,
Kiribati,83,"Oranges, Mandarines",,,2.0,6.51,,,1000000.0,,1000000.0,1000000.0,,,,,
Kiribati,83,Orge,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,
Kiribati,83,Pamplemousse,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Patates douces,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Kiribati,83,"Plantes Oleiferes, Autre",,0.0,0.0,,,,0.0,,0.0,,,,,,
Kiribati,83,Pois,,,0.0,0.02,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Poivre,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Pommes,,,0.0,0.58,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Pommes de Terre,,,1.0,0.44,,0.0,0.0,,0.0,0.0,,,,,
Kiribati,83,Racines nda,0.0,0.0,258.0,104.55,0.56,4.54,11000000.0,,0.0,11000000.0,,11000000.0,,,
Kiribati,83,Raisin,,,0.0,0.02,,,0.0,,0.0,0.0,,,,,
Kiribati,83,Riz (Eq Blanchi),0.0,1000000.0,649.0,65.75,1.26,12.09,8000000.0,,8000000.0,7000000.0,0.0,,,,0.0
Kiribati,83,Seigle,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Kiribati,83,Soja,,,3.0,0.61,,0.27,0.0,,0.0,0.0,,,,,
Kiribati,83,Sucre Eq Brut,,0.0,438.0,42.68,,,5000000.0,,5000000.0,4000000.0,,,,,0.0
Kiribati,83,Thé,,,1.0,1.16,,0.32,0.0,,0.0,0.0,,,,,
Kiribati,83,Tomates,,,0.0,0.01,,0.0,0.0,,0.0,0.0,,,,,
Kiribati,83,Vin,,,0.0,0.08,,,0.0,,0.0,0.0,,,,,
Kiribati,83,"Épices, Autres",,,0.0,0.05,0.03,0.03,0.0,,0.0,0.0,,,,,
Koweït,118,"Agrumes, Autres",,,1.0,0.87,0.0,0.01,3000000.0,0.0,3000000.0,3000000.0,,,,,
Koweït,118,"Alcool, non Comestible",,1000000.0,,,,,1000000.0,,1000000.0,,,,,,
Koweït,118,Aliments pour enfants,,,21.0,2.12,0.17,0.88,7000000.0,0.0,7000000.0,7000000.0,,,,,0.0
Koweït,118,Ananas,,,5.0,4.63,0.01,0.04,16000000.0,0.0,16000000.0,16000000.0,,,,,0.0
Koweït,118,Arachides Decortiquees,,,2.0,0.09,0.13,0.07,0.0,3000000.0,3000000.0,0.0,,,,1000000.0,0.0
Koweït,118,Avoine,2000000.0,1000000.0,,,,,2000000.0,,2000000.0,,,,,,
Koweït,118,Bananes,,,21.0,12.69,0.1,0.24,43000000.0,8000000.0,51000000.0,43000000.0,,,,,
Koweït,118,Bananes plantains,0.0,,,,,,0.0,,0.0,,,,,,
Koweït,118,Bière,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Koweït,118,Blé,,0.0,823.0,96.76,6.0,23.37,366000000.0,83000000.0,449000000.0,326000000.0,40000000.0,0.0,,,0.0
Koweït,118,Boissons Alcooliques,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0
Koweït,118,Café,,,5.0,3.48,,0.36,12000000.0,0.0,12000000.0,12000000.0,,,,,0.0
Koweït,118,Citrons & Limes,,,1.0,2.85,0.02,0.05,12000000.0,18000000.0,27000000.0,10000000.0,3000000.0,0.0,,,2000000.0
Koweït,118,Coco (Incl Coprah),,1000000.0,12.0,2.56,1.11,0.11,9000000.0,0.0,9000000.0,9000000.0,,,,,0.0
Koweït,118,"Céréales, Autres",4000000.0,,2.0,0.33,0.01,0.06,5000000.0,0.0,5000000.0,1000000.0,,,,,0.0
Koweït,118,Dattes,,,43.0,10.06,0.11,0.41,38000000.0,0.0,7000000.0,34000000.0,4000000.0,31000000.0,,,0.0
Koweït,118,Edulcorants Autres,,0.0,37.0,4.34,,,15000000.0,4000000.0,19000000.0,15000000.0,,,,,0.0
Koweït,118,Feve de Cacao,,,60.0,3.09,5.44,0.7,10000000.0,0.0,11000000.0,10000000.0,,,,,0.0
Koweït,118,"Fruits, Autres",,0.0,36.0,29.1,0.4,0.46,100000000.0,85000000.0,172000000.0,98000000.0,2000000.0,7000000.0,,,5000000.0
Koweït,118,Girofles,,,0.0,0.04,0.02,0.01,0.0,,0.0,0.0,,,,,
Koweït,118,Graines Colza/Moutarde,,0.0,1.0,0.0,0.0,0.0,1000000.0,,1000000.0,0.0,,,,,
Koweït,118,Graines de coton,,0.0,,,,,0.0,,0.0,,,,,,
Koweït,118,Graines de tournesol,,,4.0,0.49,0.36,0.17,2000000.0,0.0,2000000.0,2000000.0,,,,,0.0
Koweït,118,Haricots,,,4.0,0.43,0.02,0.26,1000000.0,0.0,1000000.0,1000000.0,,,,,0.0
Koweït,118,Huil Plantes Oleif Autr,,17000000.0,23.0,0.95,2.54,0.01,18000000.0,3000000.0,21000000.0,3000000.0,0.0,,,,0.0
Koweït,118,Huile Graines de Coton,,,1.0,0.03,0.09,,0.0,0.0,0.0,0.0,,,,,
Koweït,118,Huile d'Arachide,,,4.0,0.16,0.45,,1000000.0,,0.0,1000000.0,,1000000.0,,,
